-79.2074802517891, -4.026435475439788
-79.20701589435339, -4.026353535532405
-79.20663468539715, -4.026317080632183
-79.20625146478415, -4.026291996984298
-79.20595742762089, -4.026349856597605
-79.20528905466199, -4.026463067447568
-79.20479837805033, -4.026415742973058
-79.2043421510607, -4.026359973668289
-79.20383026823401, -4.026314237818798
-79.20368417166173, -4.026299605690916
-79.2031142860651, -4.026081628760245
-79.20295922085643, -4.026068418035305
-79.20296039432287, -4.026065240772306
-79.20306730549783, -4.0250903639268305
-79.20309805660509, -4.02485500576397
-79.2031381954439, -4.024612958546444
-79.20313877169974, -4.024616397103638
-79.20312933681998, -4.024286008128562
-79.20314270071685, -4.023966990305876
-79.20312751899473, -4.024287487022304
-79.20313647715375, -4.024605976916575
-79.20309816137888, -4.024855570147049
-79.2030410701409, -4.0252924547929725
-79.20296089723706, -4.026068752484039
-79.20304160448723, -4.025293928459118
-79.20308631670196, -4.024942302235126
-79.20313639333472, -4.024618769603582
-79.20312695845496, -4.024286708382125
-79.20315909781493, -4.023647622231184
-79.2032810440287, -4.022505904117512
-79.20335873379372, -4.021617029069111
-79.2034210008569, -4.020700059172743
-79.20357772149146, -4.018807252785748
-79.20368625666015, -4.017907671237935
-79.20381490839645, -4.0170000618390915
-79.20394624234177, -4.016072384260629
-79.20403734315187, -4.015137347656801
-79.20451574027538, -4.011589167538316
-79.20465052127838, -4.0101543557287345
-79.2044304125011, -4.01000000461125
-79.20422773808241, -4.009872409895163
-79.20382305979729, -4.009655348327151
-79.20374753884971, -4.009624327582165
-79.20369213446975, -4.009606685055525
-79.20352432876825, -4.009570731090108
-79.2035804875195, -4.008920716567987
-79.20362189412117, -4.00857840102018
-79.20377545058727, -4.007260643689979
-79.20404702425003, -4.0050625929826875
-79.20418784022331, -4.003817741804353
-79.20424148440361, -4.003431777352216
-79.20431524515152, -4.002865874204307
-79.20437425374985, -4.002381578528373
-79.20446142554283, -4.0015193442196715
-79.20460224151611, -4.000410947037165
-79.20469343662262, -3.999398203822518
-79.2047893255949, -3.9984021823596314
-79.20496836304665, -3.9970890911000643
-79.20509643852711, -3.9961117966478916
-79.2051950097084, -3.9951565754830116
-79.20527011156082, -3.9945371527606115
-79.20533984899521, -3.9939264255797124
-79.20539282262325, -3.993343123839088
-79.20546859502792, -3.9927410917913218
-79.20551218092442, -3.9924059604267534
-79.20553967356682, -3.9922213371016064
-79.20555006712675, -3.9921497621056887
-79.2055369913578, -3.992088220982718
-79.20549374073744, -3.991862124208703
-79.20534320175648, -3.9915450534799035
-79.20497238636017, -3.990680800998306
-79.20481212437153, -3.990382459760212
-79.20461162924767, -3.9900560234831537
-79.20449260622263, -3.9899292618200994
-79.20436419546604, -3.9898319329309726
-79.20416504144669, -3.9897255735131805
-79.20408926904202, -3.989674066117233
-79.20401349663734, -3.9896272412089995
-79.20396018773317, -3.989612190345077
-79.20391291379929, -3.989613193736023
-79.20370906591415, -3.9896700525537674
-79.20362658798695, -3.989713867287114
-79.20351728796959, -3.9898038379917624
-79.20253157615662, -3.990613908353453
-79.20172959566116, -3.9913952141055398
-79.20149255543947, -3.9913560819430085
-79.20124612748623, -3.9913343418519087
-79.2007827758789, -3.9912493882596056
-79.20058496296406, -3.991186174754128
-79.199990183115, -3.9909503783018625
-79.19985741376877, -3.9908888370889968
-79.20002035796642, -3.9904132303861863
-79.2001524567604, -3.9899663872696167
-79.20035094022751, -3.9890941059944005
-79.20029159635305, -3.9889660063272956
-79.2002510279417, -3.9888338930726666
-79.20017927885056, -3.9885696664997083
-79.20013099908829, -3.988200418083265
-79.20009344816208, -3.9879876988115117
-79.20006536878645, -3.9879210567956274
-79.20003997161984, -3.9878718069209564
-79.1999851539731, -3.987812105031565
-79.1998178511858, -3.9876351733562916
-79.19978046789765, -3.9875692838568972
-79.19976454228163, -3.9875194486482726
-79.19975297525525, -3.987462589681704
-79.19975750148296, -3.98739235212936
-79.19981852173805, -3.9872381639576586
-79.19995665550232, -3.9869983527958333
-79.20007802546024, -3.986803359847001
-79.20021414756775, -3.9865916436083304
-79.20019721612334, -3.9864088585337676
-79.20017760246992, -3.986268216010496
-79.20011758804321, -3.9861688798975203
-79.20002304017544, -3.9860866014918206
-79.19994223862886, -3.9860678714470996
-79.19985271990299, -3.9860404453094067
-79.19976797884146, -3.986017868914901
-79.19963562856992, -3.9859732178216984
-79.19942591331164, -3.9858919427919064
-79.19936053438505, -3.9858912738615775
-79.19932968889952, -3.985858161810073
-79.19930353727977, -3.985851138041404
-79.19919105213921, -3.985816019197143
-79.19908259031217, -3.9857594945779886
-79.19899575379532, -3.9857374198735926
-79.19883415070217, -3.9857053112115968
-79.19879475575726, -3.985702133791848
-79.19875670191686, -3.9857150107033648
-79.19844992426079, -3.9854129885436915
